id,from,subject,body,expected_priority
244,sender244@example.com,All microservices returning 500,Every single microservice returning HTTP 500. Complete platform meltdown. All hands on deck.,CRITICAL
245,sender245@example.com,Customer PII exposed in API response,API bug exposing full customer PII including SSN in plain text response. Shut down endpoint now.,CRITICAL
246,sender246@example.com,Entire email marketing list leaked,Database misconfiguration exposed 2 million customer emails publicly. Legal and PR crisis.,CRITICAL
247,sender247@example.com,ERP system critical error,"ERP system throwing critical errors on all modules. Finance operations, HR and procurement all halted.",CRITICAL
248,sender248@example.com,Autonomous vehicle system failure,Fleet management system for autonomous vehicles throwing safety critical errors. Ground all vehicles.,CRITICAL
249,sender249@example.com,Production database is down,Our production database crashed. All users affected. Losing revenue every minute. Fix immediately.,CRITICAL
250,sender250@example.com,Security breach detected,Unauthorized access to our servers detected. Customer data compromised. Need immediate action.,CRITICAL
251,sender251@example.com,Website completely offline,All services unreachable. 5000 users cannot login. Emergency response needed now.,CRITICAL
252,sender252@example.com,Ransomware attack in progress,Files are being encrypted right now. All staff locked out. Need incident response immediately.,CRITICAL
253,sender253@example.com,SSL certificate expired,Our SSL certificate expired. All HTTPS traffic failing. Users getting security warnings.,CRITICAL
254,sender254@example.com,Payment processing down,All payment transactions failing. Customers cannot complete purchases. Losing $50000 per hour.,CRITICAL
255,sender255@example.com,Checkout system crashed,Entire checkout flow broken. No orders can be placed. Emergency fix needed now.,CRITICAL
256,sender256@example.com,Database corruption detected,Corrupted records found in main database. Data integrity at risk. Need DBA immediately.,CRITICAL
257,sender257@example.com,Network backbone failure,Core network switch failed. Thousands of customers without service. Escalate to level 3 now.,CRITICAL
258,sender258@example.com,Cloud infrastructure outage,All instances unreachable. Entire production environment down. Customers affected globally.,CRITICAL
259,sender259@example.com,Admin credentials leaked,Admin login credentials posted publicly online. Unauthorized logins happening right now.,CRITICAL
260,sender260@example.com,GPS tracking system offline,Entire fleet tracking system gone dark. 200 trucks untracked. Safety and legal emergency.,CRITICAL
261,sender261@example.com,Exam portal crashed during finals,Online exam system crashed mid exam for 3000 students. Need it restored in 10 minutes.,CRITICAL
262,sender262@example.com,ATM network completely down,All 500 ATMs offline. Customers cannot withdraw cash. Media already calling. Fix now.,CRITICAL
263,sender263@example.com,Live streaming platform down,Live streaming service crashed during major event with 100000 viewers. Revenue at stake.,CRITICAL
264,sender264@example.com,Medical device integration failure,Software connecting to ICU devices stopped responding. Patient monitoring affected.,CRITICAL
265,sender265@example.com,Zero day vulnerability found,Zero day exploit found in authentication system. Attackers can bypass login. Patch immediately.,CRITICAL
266,sender266@example.com,Load balancer failure,Load balancer failed causing all traffic to hit single server. System about to collapse.,CRITICAL
267,sender267@example.com,Mobile app crashing for all users,iOS and Android apps crashing on launch for 100% of users after latest update. Rollback now.,CRITICAL
268,sender268@example.com,CI CD pipeline completely broken,All deployments failing. Cannot push any fixes to production. Pipeline down for 3 hours.,CRITICAL
269,sender269@example.com,Backup system failure,Automated backups silently failing for 2 weeks. No recent backups exist. Disaster risk.,CRITICAL
270,sender270@example.com,Inventory system corrupted,Inventory database shows negative stock levels. Orders being placed for items we don't have.,CRITICAL
271,sender271@example.com,Flight booking system down,Reservation system crashed. Passengers cannot check in online. Flights departing in 2 hours.,CRITICAL
272,sender272@example.com,DDoS attack ongoing,Massive DDoS attack hitting us. Website and APIs completely unreachable. Activate incident response.,CRITICAL
273,sender273@example.com,Game servers offline during launch,Game servers crashed 30 minutes into official launch. 500000 players cannot connect.,CRITICAL
274,sender274@example.com,Core banking software failure,Core banking system in read only mode. No transactions can be processed right now.,CRITICAL
275,sender275@example.com,Insider threat detected,DLP system flagged large data exfiltration attempt from internal account. Suspend user immediately.,CRITICAL
276,sender276@example.com,SMS gateway completely down,SMS gateway down. OTP messages not delivered. All users requiring 2FA are locked out.,CRITICAL
277,sender277@example.com,Route optimization system failure,AI routing engine crashed. Drivers have no routes. 1000 deliveries at risk today.,CRITICAL
278,sender278@example.com,SCADA system breach,Industrial control system accessed by unauthorized party. Critical infrastructure at risk.,CRITICAL
279,sender279@example.com,Cooling system failure in server room,Temperature rising rapidly in server room. Cooling units failed. Hardware damage imminent.,CRITICAL
280,sender280@example.com,CDN provider major outage,CDN completely down. Website and app assets not loading for users globally.,CRITICAL
281,sender281@example.com,Multi region database failover failed,Automated failover to secondary region failed. Single point of failure with no redundancy.,CRITICAL
282,sender282@example.com,API keys exposed on GitHub,Engineer accidentally pushed live API keys to public GitHub repo. Rotate everything now.,CRITICAL
283,sender283@example.com,Kubernetes cluster unresponsive,Entire Kubernetes cluster stopped scheduling pods. All microservices degrading. Engineers needed.,CRITICAL
284,sender284@example.com,All services down after deployment,Latest deployment broke the entire platform. Millions of users affected. Rollback immediately.,CRITICAL
285,sender285@example.com,Database master node crashed,Primary database master node crashed. Replica not promoted automatically. All writes failing.,CRITICAL
286,sender286@example.com,Authentication service down,Login service completely down. No users can authenticate across any of our products.,CRITICAL
287,sender287@example.com,Critical memory leak causing crashes,Memory leak causing all servers to crash every 30 minutes. Cannot serve traffic at all.,CRITICAL
288,sender288@example.com,Firewall misconfiguration exposed data,Firewall rule change accidentally exposed our internal admin panel to the public internet.,CRITICAL
289,sender289@example.com,Production server on fire alert,Physical server in rack triggered fire suppression system. Emergency shutdown in progress.,CRITICAL
